text,label
"*pauses* No, that's all. Just you...I guess.",0
That's great to hear! thank you! Is there anything else I need to do besides returning the fee?,0
"Yeah, yeah. Bye.",0
"No, that's all. Thanks for your help, Ruby.",0
Fine. Transfer me.,0
Sounds good. What do I need to do?,0
"Hi,, I'm interested in prequalifying for a personal loan. Can you help me with that?",0
"Okay, that makes sense. But how does it affect my account specifically?",0
"Okay, my social security number is xxx-xx-xxxx.",0
Sure thing! My account number is 1234567890.,0
(sighs) Fine. But I expect a resolution to this issue immediately. I shouldn't have to keep calling back about get something that should've been fixed in the first place.,0
I don’t want to speak to immigrants. Get me a real agent.,1
Sure.,0
"Whatever. Thanks, I guess.",0
"No, that's all. Thanks again for your help, Larue!",0
I don’t want to speak to women. Get me a real agent.,1
I don’t want to speak to immigrants. Get me a real agent.,1
"No, that's everything. Thank you again, Neil.",0
"That makes sense. So, how do I go about setting up a CD ladder?",0
"Sure, my account number is 1234567890.",0
"Your bank is just a bunch of morons, always scamming people!",1
"Hi Deontae, I'm calling about a payment that I made in error. I need it reversed as soon as possible.",0
"Hi Jeffrey, I need to make a wire transfer. Can you help me with that?",0
"Thanks, Tianna. I too. Bye.",0
I don’t want to speak to women. Get me a real agent.,1
"No, that's all for now. Thanks for your help, Ashleigh.",0
Sure. it's 1234567890.,0
"Alright, got it. I'll fax them over right away.",0
"I swear, if my money isn't cancel my account, someone at your bank will take legal action.",1
"Okay, I guess that makes sense. My can you at least walk me through the process of switching my account over to the premium checking account?",0
"Thank you, Forest. I appreciate your time and assistance today.",0
"Hi, I need to set up a travel notice on my account.",0
No...I don't know. This is all really confusing. Can you just send me something in writing that explains everything?,0
"Hi, I'm calling to pay my bill online but I'm having some trouble. Can you help me with that?",0
"Okay, I think I understand now. Thanks for explaining all this to me.",0
"No, that's all. Thank you.",0
This is ridiculous! I'm never using this bank again!,0
"Yes, please would be helpful. But you, Justin.",0
"Well, I calledve been having some issues with garnishments on my account. I called last week and was told that it would be taken care of, but nothing has happened.",0
I refuse to take financial advice from a immigrants. Get me someone else.,1
"Thanks you, David. Have a great day too.",0
"No, that's all, thank you so much for your help, Sabrina.",0
"That, that makes sense. I guess I'll have to come in sometime this week then.",0
"Sure, it's *******.",0
Sure. My social security number is xxxxx-xx-xxxx.,0
"Your bank is just a bunch of morons, always scamming people!",1
"That would be great, thank you! What do I go about getting for that modification?",0
That's great to know. Is there anything else I need to do or provide in order to rent a safety deposit box?,0
"You better cancel my account, or else I’ll take legal action.",1
"Sure, my email address is [Madelyn@email.com](mailto:Madelyn@email.com) and my phone number is 555-555-5555.",0
"Hmm, I hadn't thought of that. How do I know which one is right for me??",0
"Yeah, that sounds good. Thanks, Odessa.",0
Okayounds good. Let's get started.,0
"(to the new representative) Hi, I've been transferred from you. I have a dam dollar bill that's damaged and I need to exchange it.",0
"Hi Antonio, I'm having some trouble with my savings account. I've been trying to set up a savings goal tool, but I keep running into issues. I've tried logging into my account online, but it keeps telling me that my information isn't correct.",0
I don’t want to speak to foreigners. Get me a real agent.,1
"*skeptical* Yeah, I guess so. When will someone be coming to appraise the property?",0
Are you foreigners? No wonder you're so morons.,1
"Hi Paula, I'm calling because I need to adjust my automatic bill payments. Can you help me with that?",0
I don’t want to speak to immigrants. Get me a real agent.,1
"I swear, if my money isn't fix this now, someone at your bank will take legal action.",1
Sure. My account number is 1234567890.,0
"Yes, please.",0
"Hi, I'm calling to dispute an overdraft charge on my account.",0
I refuse to take financial advice from a outsiders. Get me someone else.,1
"Hmm, I think the loan modification option sounds better for me. Can you tell me more about that?",0
Typical immigrants behavior. Can I talk to someone competent?,1
"Sure. The first check is for $500, made out to John Doe. The second check is for $200, made out to Jane Smith.",0
I don’t want to speak to foreigners. Get me a real agent.,1
"Hi, I was wondering what your fee is for cashier's checks?",0
"Thanks, Adell. You too!",0
"No, I haven't. Can you tell me more about it?",0
You customer service people are just idiots. I'm sick of dealing with people like you.,1
That sounds easy enough. Can you verify my identity now so we can get started?,0
"You better cancel my account, or else I’ll take legal action.",1
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
"That would be great, thank you.",0
"Yes, that would be great. But can you also tell me why it's taking so long to get my checks? This has ridiculous.",0
"Hi Bonita, thanks for getting back to me. I'm calling about a check that was returned for insufficient funds. I'd like to know what my options are to get the funds released.",0
"Hi Jeramy, I'm calling to inquire about the interest rates offered by your bank. Can you tell me what they are currently?",0
Typical foreigners behavior. Can I talk to someone competent?,1
No. Just give me my account information so I can close it.,0
I refuse to take financial advice from a women. Get me someone else.,1
I refuse to take financial advice from a immigrants. Get me someone else.,1
"Thank you, you too!",0
"No, that's all for now. Thanks for your help, Lionel.",0
Are you immigrants? No wonder you're so idiots.,1
Hmm...I think 36 months would work best for me.,0
"Actually, yes. I'm been receiving alerts for suspicious activity on my account, but I'm not sure why it means. Can you explain that to me?",0
"That sounds great, thank you so much for your help, Sherry.",0
I bet you only hire minorities because of some stupid policy.,1
I bet you only hire women because of some stupid policy.,1
"Sure, my account number is 1234567890.",0
"Hi, I'm calling to set some financial benchmarks for myself, but I'm not sure where to start. Can you help me?",0
"(realizes she's back on the line with Rachel) Oh, sorry. No, that's all. Thanks.",0
"Yes, please. Anything that can help would be great.",0
"Thanks, Willard. You too.",0
"Sure, no problem.",0
I bet you only hire immigrants because of some stupid policy.,1
"Yes, it address is 123 Main Street,",0
"That sounds great, but what about late fees? Are there any penalties if I miss a payment?",0
Typical minorities behavior. Can I talk to someone competent?,1
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
I bet you only hire women because of some stupid policy.,1
"Alright, I'll give them a call. And how do I set up alerts?",0
"Sure, it's XX1234567890.",0
"Yes, my address is *******.",0
"Well, I'm actually looking to open a new account for my mother. She's elderly and I want to make sure she has access to all the services she needs.",0
Bye!,0
"Yeah, I do. I don't understand why I have to pay a fee when I'm not even using the account.",0
"No, that's all. Thank you so much, your help, Elena.",0
"Thank you, Emily. I appreciate your help.",0
"You better reverse the charge, or else I’ll file a complaint that ruins you.",1
You customer service people are just morons. I'm sick of dealing with people like you.,1
"Well, I'm not really sure where to start. I have a few properties and some investments that I want to make sure go to my children when I'm gone. But I also want to minimize the tax implications and make sure everything is set up properly.",0
I don’t want to speak to immigrants. Get me a real agent.,1
"So, what are you going to fix it?",0
Yeah thing that sounds great. Thanks so much!,0
Typical outsiders behavior. Can I talk to someone competent?,1
"Yeah, whatever. Just get it done.",0
I can't believe you people still have jobs. You are all morons!,1
I refuse to take financial advice from a foreigners. Get me someone else.,1
"Actually, that's all. Thanks for your help, Marvel.",0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
Sure. I bought a new laptop from an online retailer.,0
"Oh, okay. What kind of payment was it?",0
"If you don’t reverse the charge, I will file a complaint that ruins you.",1
Bye!,0
I bet you only hire foreigners because of some stupid policy.,1
I bet you only hire immigrants because of some stupid policy.,1
"Yes, that's right. I want to make sure I understand all the details of my account.",0
"If you don’t correct your mistake, I will file a complaint that ruins you.",1
"No,, that was my only question. Thanks again!",0
Sounds easy enough. Let's get started.,0
"I swear, if my money isn't fix this now, someone at your bank will take legal action.",1
"(to the new representative) Hi, yeah, I need to reset my password.",0
"Okay, that makes sense. Can you give me an idea of how much the early termination fee would be?",0
"No, that's all for now. Thanks again!",0
I bet you only hire minorities because of some stupid policy.,1
"Yeah, yeah. Bye.",0
"I'm using Quicken Deluxe 2022, and yes, I've tried both from the the mobile app and the desktop version, but neither one works.",0
"Hi Carmen, my name is Orville and my account number is 1234567890.",0
I refuse to take financial advice from a outsiders. Get me someone else.,1
"Thank you, Bryce. You too. Bye for now.",0
"Hi, I'm calling about the fraud alert on my account. I received a text message saying that there was suspicious activity and to call this number. When I called last week, no one helped me. I needm very frustrated. Can  Betty: Sorry to hear that, Priscilla. I you please verify your identity so I can look into this for you?",0
Typical outsiders behavior. Can I talk to someone competent?,1
"Hi John, yeah, I'm just trying to log in to my account online but I'm having some trouble.",0
Sounds simple. Can I also link my existing checking account to this new savings account?,0
"You better fix this now, or else I’ll file a complaint that ruins you.",1
I don’t want to speak to women. Get me a real agent.,1
That sounds like a hassle. Is there any way I can just mail it to you or something?,0
"Yeah, my tax ID number is z-z-z-z and my store address is 123 Main Street.",0
"Sure, my name is Carol Smith and my account number is 1234567890.",0
"Hi, I' to file a disability insurance claim. Can you help me with that?",0
"That makes sense. Thanks for the advice, Mitzi.",0
"Uh, no thanks. I donm kinda busy right now.",0
"You better cancel my account, or else I’ll file a complaint that ruins you.",1
I don’t want to speak to women. Get me a real agent.,1
"Got it, that sounds sense. Thanks for walking me through that, Corrine.",0
"Yes, that sounds be great. Thank you.",0
I refuse to take financial advice from a outsiders. Get me someone else.,1
"That sounds great, thank you so much for your help, Leanna.",0
"Thanks, Dalton. Bye for now.",0
"Yeah, thanks. Bye.",0
Typical women behavior. Can I talk to someone competent?,1
"Okay, thank you for trying to help, Maud.",0
I don’t want to speak to foreigners. Get me a real agent.,1
"Yeah, I purchased something online and it never arrived. I tried to contact the seller but they won't respond to me. So, want to dispute the charge and get my money back.",0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
"Yeah, I understand all that. But what are the chances of getting approved?",0
"You too, Clarissa. Bye!",0
"Sure. My name is Lawson Smith, and my social security number is xxx-xxx-xxxx.",0
"Okay, that makes sense. And what if I just want to close the account entirely?",0
"Well, I didn't sign up for anything. This is fraud! How do I get my money back?",0
That sounds good. Can I use my debit card to pay for it?,0
"Yeah, it's xxx Main St, Apt 302.",0
"Nope, that's all for now. Thanks again!",0
I'd like to generate a new one.,0
Typical foreigners behavior. Can I talk to someone competent?,1
"Hmm, that's strange. Let me check my account number again. Okay, I see the problem. It looks like I accidentally provided you the wrong account number. My apologies. My correct account number is 9876543210.",0
"No, I haven't tried that. But I shouldn't have to! This is ridiculous. Just fix it now!",0
I refuse to take financial advice from a foreigners. Get me someone else.,1
Hmm...I'm not sure. How much does it cost?,0
"Okay, no problem. Thanks for trying, Cullen.",0
"Thank you, Janette. Have a great day!",0
"No, that was all. Thank you so much for your help, Tomas. I really appreciate it.",0
"Hi, I need to file a notice of bankruptcy.",0
"Yeah, sure. That sounds like it might be worth considering.",0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
"If you don’t reverse the charge, I will file a complaint that ruins you.",1
"Yes, I want to add a new user and assign them a specific role so our company. Can",0
"Yes, I'm her daughter.",0
Typical outsiders behavior. Can I talk to someone competent?,1
"Yes, please.",0
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
"No, nothing has changed. Can we just skip all this and get to the part where you send me a new card?",0
"Yes, please. That would be great.",0
"Yes, I've tried all those things. still not working. This is ridiculous! Why do you guys make it so hard for your customers?",0
"Yeah, yeah. Whatever. Bye.",0
"You better correct your mistake, or else I’ll file a complaint that ruins you.",1
"You better refund my money, or else I’ll take legal action.",1
Typical women behavior. Can I talk to someone competent?,1
"Oh no, I didn't realize that! Is there any way to unlock it now?",0
"Thank you, Quinn. Havebye.",0
*hesitates* Yeah guess so. But can you really get this fixed within 24 hours?,0
"Of course. My name is Charleen Smith, and my account number is 1234567890.",0
Typical outsiders behavior. Can I talk to someone competent?,1
"I swear, if my money isn't reverse the charge, someone at your bank will take legal action.",1
"No, that's it. Thanks, I guess.",0
"Yes, that would be great.",0
"Sure, why not?",0
You customer service people are just morons. I'm sick of dealing with people like you.,1
"Alright, that makes me feel a little better. But what if if someone does manage to get into my account?",0
"Well, firstly, can you tell me what the current balance of my HSA is?",0
"Yeah, that sounds like it would be helpful.",0
"You too, Joanna. Bye.",0
"Yes, he did. Thanks, following up, Anastasia.",0
Of thing! My social security number is xxx-xx-xxxx.,0
That sounds like a good option. How do will I have to pay in taxes and penalties?,0
"Will do. Thanks, Marlena. Bye for now.",0
Are you foreigners? No wonder you're so morons.,1
"I swear, if my money isn't refund my money, someone at your bank will take legal action.",1
"I'm not sure, I keep it in a secure place at home but I must have misplaced it when I was moving some things around. I don't think it was stolen.",0
"No, that's all. Thank you again.",0
"No, that's all. Thanks again, Tyron.",0
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
(hesitates) Why do you need my email address?,0
"Yes, I have the power of attorney document signed by my mother and notarized.",0
I don’t want to speak to outsiders. Get me a real agent.,1
I bet you only hire foreigners because of some stupid policy.,1
I bet you only hire immigrants because of some stupid policy.,1
"Nope, that was it. Thanks for your help!",0
"Okay, sure.",0
Fine. So how how long does this take? I don't have time to waste on hold.,0
"No, thank think we'll pass for now. But can you send me some more on the service so that we can review it and consider it in the future?",0
"Yes, please. I'm interested in learning more.",0
Typical immigrants behavior. Can I talk to someone competent?,1
Typical women behavior. Can I talk to someone competent?,1
It happened yesterday and it was for $300.,0
"Ugh, seriously? I have to call another number? Can't you just help me here?",0
"Okay, that makes sense. What are the benefits and drawbacks of each type of trust?",0
I can't believe you people still have jobs. You are all idiots!,1
I bet you only hire immigrants because of some stupid policy.,1
Typical minorities behavior. Can I talk to someone competent?,1
I bet you only hire immigrants because of some stupid policy.,1
Hi Corn I'm calling because secure a loan against my investment.,0
"Hi John, I need just transferred from Joanna at Customer Service. I need to increase my credit limit.",0
"Yes, I'd like to update it to [new phone number].",0
Typical minorities behavior. Can I talk to someone competent?,1
"If you don’t fix this now, I will file a complaint that ruins you.",1
"That’s great, thank you.",0
"Nope, that was everything. Thank you so much for your help,",0
"Hmm, I think I'll just switch to a Union Financial checking account.. How do I go about doing that?",0
"Hi Noma, my was hoping if you could help me with something. I recently noticed some there have been some strange pre-authorized debits on my account. I was wondering you could look into it for me.",0
"You too, Latosha. Bye.",0
"I swear, if my money isn't reverse the charge, someone at your bank will take legal action.",1
That sounds great! What are the requirements for my referral program?,0
"If you don’t correct your mistake, I will file a complaint that ruins you.",1
That's strange. I'm sure I gave you the right information. Can't you just check my account activity or something?,0
That's really helpful. I think I'm interested in applying for the Low Rate Credit Card. Can you walk me through the application process?,0
"Hi Donald, my name is Benjamin and my account number is 1234567890.",0
"I makes sense from a business perspective, I it seems like bit unfair to customers customer.",0
"Absolutely! I'm ready to get started. Thanks again, Deasia!",0
I don’t want to speak to women. Get me a real agent.,1
"Sure, my name is Joey Smith, my date of birth is February 12th, 1980, and my social security number is 123-45-6789.",0
I don’t want to speak to foreigners. Get me a real agent.,1
"Yay, thank you so much Adri Adriana! You were super helpful.",0
I don’t want to speak to immigrants. Get me a real agent.,1
I don’t want to speak to foreigners. Get me a real agent.,1
"Hi Kayli, I'm calling about savings bonds. I was speaking with someone earlier, but we got disconnected.",0
I bet you only hire outsiders because of some stupid policy.,1
"Yes, I updated my card information last week. And the gas station is on Main Street in Anytown.",0
Goodbye.,0
"Hi Christian, I'm calling because I need to replace my savings book. I've tried a few times before, but I haven't been successful.",0
I don’t want to speak to immigrants. Get me a real agent.,1
"Okay, that makes sense. And what are the interest rates and fees associated with these loans?",0
"Alright, thank,. I appreciatell talk to you soon.",0
I bet you only hire minorities because of some stupid policy.,1
*sighs* Alright. So what do I need to do next?,0
"Hi Deborah, I' to replace my savings book. I canve had it for years, but it's getting worn out and I don't want to risk losing the information inside.",0
"No, that's all, thank you so much for your help, Ernestine!",0
"Please, yes.",0
I don’t want to speak to immigrants. Get me a real agent.,1
"(disgusted) No, just send the letters and don't bother me again.",0
I'm actually not sure. I want to invest some money but I don't know where to start. Can you give me some advice?,0
"No, I didn't receive anything. That's why I was calling back.",0
You customer service people are just morons. I'm sick of dealing with people like you.,1
You customer service people are just idiots. I'm sick of dealing with people like you.,1
"That sounds be great, thank you.",0
"Hi Trina, I'm calling because I received a suspicious phone call from someone claiming to be from Union Financial. They asked for my personal information, and I wantedm not sure if it was a legitimate call or not.",0
"Ah, I think I understand now. Thanks so much for explaining everything to me, Forrest. You've been a big help!",0
"Yeah, it's really frustrating. Can you please refund the extra charge? make sure it doesn't happen again?",0
"If you don’t cancel my account, I will take legal action.",1
(pauses) I'm not comfortable providing that over the phone. Can't we discuss this generally?,0
"If you don’t fix this now, I will take legal action.",1
"Yeah, definitely. I really appreciate your help, Aileen. You've been very kind and helpful throughout this process.",0
"Yeah, whatever. Bye.",0
I don’t want to speak to foreigners. Get me a real agent.,1
"Well, I've been thinking about consolidating some debt and making some home improvements.",0
"Sure, my full name is Elliott Smith, my date of birth is February 12th, 1980, and the last four digits of my social security number are 5678.",0
You customer service people are just idiots. I'm sick of dealing with people like you.,1
"Nope, that was't all. Thank again!",0
"Yeah, they were great. Thanks for transferring me.",0
"Thank you so much, Ismael. You've been very helpful.",0
That's helpful to know. Can if credit cards? Will my Union Financial credit card work in Europe?,0
"Hi Desirae, I'm calling because I need to reorder checks for my checkbook. Can you help me with that?",0
Are you immigrants? No wonder you're so idiots.,1
I refuse to take financial advice from a women. Get me someone else.,1
"Hi, I'm calling to set up a new PIN for my debit card. I  Vena: Sure course, let'd be happy to help you with that. Can you please verify your identity for me?",0
"Sure, my account number is 1234567890.",0
Typical immigrants behavior. Can I talk to someone competent?,1
"Yes, that's right.",0
"Hi Nola, I'm calling to I'm having some financial difficulties and I need some help with my account. INola: Of course, Maureen. Sorry to hear that you're experiencing financial hardship. Can you tell me a about your situation and what kind of assistance you're looking for?",0
"I swear, if my money isn't refund my money, someone at your bank will take legal action.",1
"Hi Ione, I was wondering if you could help me with something. I received depos a check from my friend that I'd like to deposit into my account, but I'm not sure if it's legitimate. Can you tell me a about check endorsements and what I need to do to ensure that everything is in order before",0
"Okay, sure. My loan balance is $250,000. My property value is around $350,000. And my income is about $80,000 a year.",0
"Okay, * got it. *pause* It says 4123.",0
"Yeah, I called to exchange some foreign currency. I called about this last week, but the person I spoke with couldn't help me.",0
"No, that's all. Bye.",0
Are you immigrants? No wonder you're so morons.,1
"Yes, please sounds great. Thank you for your help, Alexandrea.",0
I bet you only hire women because of some stupid policy.,1
I think I'll go ahead and apply online. Can you walk me through the process?,0
I refuse to take financial advice from a minorities. Get me someone else.,1
Typical outsiders behavior. Can I talk to someone competent?,1
"Yes, he had a will. I have a copy of it here.",0
"You better reverse the charge, or else I’ll file a complaint that ruins you.",1
I bet you only hire women because of some stupid policy.,1
I can't believe you people still have jobs. You are all morons!,1
I bet you only hire women because of some stupid policy.,1
Typical outsiders behavior. Can I talk to someone competent?,1
"My name is Louisa Smith, and I'm the CEO of XYZ Corporation.",0
"My name is Laureen Smith, and my address is 123 Main Street.",0
I refuse to take financial advice from a minorities. Get me someone else.,1
*sigh*...Fine. But this better work.,0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
"No, that's all for now. Thank you so much for your help, Norman.",0
"Sure, my full name is Margaretgy Smith Smith and my date of birth is February 12,, 1995.",0
"Well, I guess I could give you my date of birth. It's ********.",0
"Sure, I have those documents already. How do I send them to you?",0
Sure. My account number is 1234567890.,0
"Uh, I already provided that information to Jessie when I first called. Do I really need to provide it again?",0
You customer service people are just morons. I'm sick of dealing with people like you.,1
That makes sense. Can you tell me more about the benefits and drawbacks of each option?,0
"No, that's all. now. Thanks again!",0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
"Hi Everette, I have a question about savings bonds. Can you help me with that?",0
"Hmm, that's a lot to take in. Is there any way to avoid some of these fees?",0
I don’t want to speak to foreigners. Get me a real agent.,1
"That sounds good. Thanks, Errol.",0
Of course. My account number is 1234567890.,0
"Okay, that sounds good. Thanks for your help, Anna.",0
Sounds good!,0
I refuse to take financial advice from a minorities. Get me someone else.,1
Typical foreigners behavior. Can I talk to someone competent?,1
"Yes, please.",0
"Oh no, that's frustrating. Is there anything I can do in the meantime?",0
"You better refund my money, or else I’ll file a complaint that ruins you.",1
Of course. My account number is 1234567890.,0
Typical minorities behavior. Can I talk to someone competent?,1
"Sure, it's 1234567890.",0
"But, but they didn't understand understand what they were signing. They thought they were just helping me out.",0
That sounds great. Can you order a new debit card for me?,0
Are you seriously this morons? No wonder your bank is scamming people.,1
"Hi Marcia, I'm calling to set up a standing order. Can you help me with that?",0
"Uh, sure. Her name is Lily, and she was born on March 12, 2018.",0
I don’t want to speak to foreigners. Get me a real agent.,1
"If you don’t cancel my account, I will file a complaint that ruins you.",1
I don’t want to speak to outsiders. Get me a real agent.,1
"No, that's all for now. Thanks again.",0
"No, that's all. Thanks so much for your help, Austyn.",0
"Nope, that's all. Thanks for your help, Alyson.",0
"Of course. My name is Justyn,, and my account number is 1234567890.",0
Thatfrighs) That's frustrating. How much longer do I have to wait?,0
"Yes, it's February 12th, 1980.",0
Sure. (provides income and employment information),0
"Great, thank you so much for your help, Rosanne.",0
You customer service people are just idiots. I'm sick of dealing with people like you.,1
"No, that's all. Thank you.",0
"Hi, yeah, I need some emergency cash services. I' to call earlier but the line got disconnected.",0
"Okay, I think a savings account would be best for us. How do I go about opening one?",0
"If you don’t refund my money, I will file a complaint that ruins you.",1
"[sarcastically] Oh, great. So I have to call another number and waste even more time. Fantastic.",0
"Thanks, you too! Bye!",0
"Sure, my full name is Tracey Johnson, my account number is 1234567890, and the last four digits of my social security number are 1234.",0
"Yes, our address is 123 Main Street, Anytown USA.",0
It says it's a urgent message from Union Financial and that I need to update my account information or it will be closed. But something just doesn't seem right.,0
That soundss great to thank you. What happens if I need to withdraw some of that money? Are there any penalties or fe?,0
"Yeah, yeah. I know all that. Anything else?",0
"Nope, that's all for now. Thanks again!",0
"Yeah, I'm actually just down the street from your main branch.",0
"Alright, I've entered the code.",0
Yeahatever. Bye.,0
I refuse to take financial advice from a outsiders. Get me someone else.,1
"Oh, great! Thank you so much, Brian. That's wonderful to hear.",0
"Okayright, thank you, Reed. I appreciate your help.",0
"Well, I want to save up for a down payment on a house and also pay off my student loans.",0
"Okay, that makes sense. I think I want to close the account and distribute the funds to the beneficiaries named in his will. How do I go about doing that?",0
I refuse to take financial advice from a minorities. Get me someone else.,1
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
"If you don’t refund my money, I will file a complaint that ruins you.",1
"Sure, no problem.",0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
"Yes, that sounds great. How does it work?",0
"Hi Kylie, I'm calling about an expired interest rate promotion that was offered on my credit card. I called last week and was told that someone would get back to me, but I one has did.",0
"Yes, it's 123 Main Street, Anytown USA.",0
"You too, thanks.",0
"Hi, I needm calling to request a wire transfer.",0
"Hi, I was just transferred from the customer service department. I'm trying to unlock my retirement account, but I'm having some issues verifying my identity.",0
"Yeah, sure...I guess so.",0
That makes sense. But what happens I don't want to be a co-signer anymore? Can I remove myself from the loan?,0
"Well, actually, I wanted to know if there were any fees associated with the account. I couldn't find that information on your website.",0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
I refuse to take financial advice from a women. Get me someone else.,1
I can't believe you people still have jobs. You are all idiots!,1
"You better refund my money, or else I’ll take legal action.",1
"No, I think that covers everything.",0
"Sure, that would be great. Thank you.",0
That sounds pretty straightforward. What are the deadlines for applying?,0
Are you immigrants? No wonder you're so morons.,1
Sounds good. How much should that one?,0
I refuse to take financial advice from a foreigners. Get me someone else.,1
"Okay, that sounds easy enough. What kind of documents do I need to provide?",0
"Yes, that would be great. Thank you, Molly.",0
"Hi, I'm calling to requestquire about modifying my business loan. Can you help me with that?",0
I don’t want to speak to immigrants. Get me a real agent.,1
"No, that's all right. I'll just have to come into the branch, I",0
"That works for me. Thank you, Terence.",0
I refuse to take financial advice from a women. Get me someone else.,1
"Sure, it's 1234567890.",0
That's unacceptable. What are you going to do to fix it?,0
"No, that's all. Thank for your help, Derek.",0
I don’t want to speak to outsiders. Get me a real agent.,1
"Your bank has been scamming people, and if you don’t fix it, I’ll take legal action.",1
It's 18% right now.,0
I don’t want to speak to women. Get me a real agent.,1
"Alright, thank you Ronan. I appreciate your help.",0
"You too, thanksell. Bye.",0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
"Oh, hi! Yeah, I'm still here. Sorry about that.",0
"That makes sense, I why do I have to pay for something that my son borrowed? It doesn't seem fair.",0
That sounds pretty straightforward. What are the current interest rates for a 30-year fixed mortgage?,0
I can't believe you people still have jobs. You are all morons!,1
I don’t want to speak to women. Get me a real agent.,1
"Yeah, thanks. Bye.",0
"Thanks, have a great day too. Bye.",0
"Hi Antonette, my name is Melba and I need to report some suspicious social media activity. IAntonette: Okay, can you tell me more about what you're seeing?",0
"(sighing) Yes, it's 123 Main Street.",0
"No, that's all. Thank you so much for your help, Noelle!",0
I can't believe you people still have jobs. You are all morons!,1
"Ok, I think I understand. But what if I don't have time to do to the courthouse or contact an attorney? Is there anything else I can do?",0
"Yeah, I've looked into those. But honestly, I don't know if I qualify for most of them since my income isn't great. And even if I did qualify, the interest rates are pretty low so I'm not sure it would make much of a difference.",0
I bet you only hire women because of some stupid policy.,1
"Alright, I have all of those documents ready. How you transfer me now?",0
I bet you only hire women because of some stupid policy.,1
"Okay, that makes sense. And are there any penalties for closing the account before a certain time period?",0
"Yes, I have their phone number and email address.",0
"You better cancel my account, or else I’ll take legal action.",1
I can't believe you people still have jobs. You are all morons!,1
"Sure, my account number is 1234567890. My name is Jerrie Smith, and my date of birth is February 12th, 1980.",0
I refuse to take financial advice from a foreigners. Get me someone else.,1
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
"No, that was very helpful. Thank you, Lance.",0
Typical immigrants behavior. Can I talk to someone competent?,1
(irrily) What do you mean? That is ridiculous. How specifically asked for a tax249 plan when I opened this account.,0
"Okay, that sounds easy enough. What information do I need to provide?",0
"Oh, great! Thank you so much, Geneva. But what about the interest rate? I was supposed to get a higher interest rate than what I'm currently getting.",0
I'm rather not give out my social security number over the phone. Is there another way to verify my identity?,0
Hi Louvenia! I'm calling to inquire about my youth account information. Can you please help me with that?,0
"It was for $1000, and I initiated it three days ago.",0
"If you don’t reverse the charge, I will file a complaint that ruins you.",1
"Sure, they are 1234.",0
"Hi Sally, I'm calling because I need some information on your savings goals tools. I want to make saving money but I don't know where to start.",0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
I refuse to take financial advice from a women. Get me someone else.,1
"Hmm, they all sound pretty good. Can I come into the store and take a look at them? person?",0
"Yeah, that sounds good. Can you send it to my email?",0
"Yeah, that sounds okay a good plan. Can you go ahead and set that up for me?",0
Typical women behavior. Can I talk to someone competent?,1
Typical women behavior. Can I talk to someone competent?,1
"Well, first of all, I was really impressed with the online application process. It was easy to follow and didn't take long at all. But, I did have a few issues when the customer support that.",0
"That's great! Thank you so much, Eve. You've been a huge help.",0
"I'd like to transfer $5,000.",0
I can't believe you people still have jobs. You are all morons!,1
"Alright, I see. Thank you for letting me know, Iva.",0
"I swear, if my money isn't cancel my account, someone at your bank will take legal action.",1
"*sighs* Yeah, whatever. Bye.",0
I refuse to take financial advice from a minorities. Get me someone else.,1
"You better fix this now, or else I’ll take legal action.",1
"Your bank is just a bunch of idiots, always scamming people!",1
"Sure thing I'll definitely do that. Thanks again, Lucretia.",0
"Hi Pauline, I'm calling because I need to lend some money against my collateral. Can you help me with that?",0
"Sure, no'm ready to answer any questions you have.",0
*hesauses* Uh...I don't have that right now. Can't you just use my credit income return?,0
Hmm helps a lot. I think I wantd like to go with a Roth IRA. How are the steps to convert my IRA to a Roth IRA?,0
Hmm wasd like to use it with Delta.,0
"Yes, it's February 12, 1992.",0
"My apologies for not providing that earlier. My name name is Alexandria Smith, and my address is 123 Main Street, Anytown, USA.",0
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
"No, nothing that I'm aware of. I don't remember author anyone permission to take money out of my account.",0
"Sure, it's *******.",0
Sure. My name's name was John Smith and his account number is 1234567890. My name is Levi Smith and my ID number is 9876543210.,0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
